year,collection_round,sub_basin,Total
2021,2,Jejubukhae,37
2021,2,Samcheokosipcheon,176
2021,2,Yeosusi,72
2021,2,Juamdaem,220
2021,2,Cheongpyeongdaem,208
2021,2,Geumgang_Hagueon,148
2021,2,Yeongsangang_Jungryu(juksanbo),143
2021,2,Hapcheondaem,164
2021,2,Geumgang_Seohae,212
2021,2,Hangang_Seohae,269
2021,2,Jiseokcheon,208
2021,2,Nakdongchangnyeong,211
2021,2,Yocheon,176
2021,2,Nakdongsangju,126
2021,2,Jindo,140
2021,2,Sinangun,46
2021,2,Hongcheongang,188
2021,2,Mangyeonggang,243
2021,2,Yeonggang,128
2021,2,Nakdonggang_Namhae,275
2021,2,Namgangdaem,252
2021,2,Chuncheondaem,201
2021,2,Andongdaem,112
2021,2,Nakdongmilyang,214
2021,2,Chungjudaemharyu,76
2021,2,Daecheongdaemsangryu,88
2021,2,Wicheon,126
2021,2,Gyeongancheon,185
2021,2,Chogang,114
2021,2,Boseonggang,161
2021,2,Hoeyagang,167
2021,2,Wangpicheon,220
2021,2,Sueocheon,217
2021,2,Yeongdeokosipcheon,196
2021,2,Imhadaem,151
2021,2,Taehwagang,262
2021,2,Seomjingang_Daem,195
2021,2,Paldangdaem,23
2021,2,Hwangryonggang,217
2021,2,Gumibo(nakdonggumi),74
2021,2,Seomjingang_Daemharyu,121
2021,2,Yangyang_Namdaecheon,269
2021,2,Nakdonggang_Hagueon,188
2021,2,Yeongdongcheon,137
2021,2,Andongdaemharyu,163
2021,2,Milyanggang,207
2021,2,Yongdamdaemharyu,74
2021,2,Namhangangsangryu,106
2021,2,Yongdamdaem,147
2021,2,Wando,76
2021,2,Seomgang,137
2021,2,Pyeonghwauidaem,47
2021,2,Osucheon,182
2021,2,Bunam_Seawall,127
2021,2,Daecheongdaemharyu,79
2021,2,Dalcheon,157
2021,2,Bocheongcheon,122
2022,1,Hangang_Goyang,200
2022,1,Hyeongsangang,262
2022,1,Suyeonggang,273
2022,1,Saemangeum(jiksocheon),126
2022,1,Gangjeonggoryeongbo(nakdongwaegwan),159
2022,1,Namgang,157
2022,1,Seomjingokseong,171
2022,1,Geumhogang,269
2022,1,Gapcheon,150
2022,1,Yeongsangang_Hagueon,55
2022,1,Changnyeonghapcheonbo(nakdonggoryeong),137
2022,1,Gamcheon,63
2022,1,Soyanggang,179
2022,1,Namhaedo,232
2022,1,Geumsanmyeon,74
2022,1,Tamjingang,202
2022,1,Watancheon,257
2022,1,Daeho_Seawall,72
2022,1,Yeongsangang_Sangryu,197
2022,1,Byeongseongcheon,123
2022,1,Geojedo,331
2022,1,Hangang_Jamsil,233
2022,1,Imjingangharyu,176
2022,1,Gangreung_Namdaecheon,295
2022,1,Chungjudaem,221
2022,1,Seomjingang_Seonamhae,265
2022,1,Hantangang,271
2022,1,Daecheongdaem,175
2022,1,Yeongsangang_Haryu,149
2022,1,Jejunamhae,105
2022,1,Yeongamcheon,88
2022,1,Imjingangsangryu,51
2022,1,Gahwacheon,371
2022,1,Hangang_Seoul,226
2022,1,Mihocheon,175
2022,1,Jujincheon,239
2022,1,Muju_Namdaecheon,133
2022,1,Inbukcheon,164
2022,1,Daejongcheon,153
2022,1,Sunchang,167
2022,1,Hwanggang,128
2022,1,Hoecheon,175
2022,1,Uiamdaem,229
2022,1,Gomakwoncheon,116
2022,1,Jejuseohae,29
2022,1,Sihwaho,109
2022,1,Seomjingang_Haryu,285
2022,1,Anseongcheon,142
2022,1,Geumgang_Gongju,198
2022,1,Dongjingang,248
2022,1,Namhangangharyu,271
2022,1,Naeseongcheon,210
2022,1,Pyeongchanggang,213
2022,1,Nonsancheon,161
2022,1,Sapgyocheon,173
2022,1,Isacheon,316
2022,1,Jejubukhae,59
2022,1,Samcheokosipcheon,203
2022,1,Yeosusi,34
2022,1,Juamdaem,260
2022,1,Cheongpyeongdaem,234
2022,1,Geumgang_Hagueon,68
2022,1,Yeongsangang_Jungryu(juksanbo),162
2022,1,Hapcheondaem,167
2022,1,Geumgang_Seohae,279
2022,1,Hangang_Seohae,185
2022,1,Jiseokcheon,172
2022,1,Nakdongchangnyeong,165
2022,1,Yocheon,179
2022,1,Nakdongsangju,128
2022,1,Jindo,135
2022,1,Sinangun,60
2022,1,Hongcheongang,207
2022,1,Mangyeonggang,249
2022,1,Yeonggang,154
2022,1,Nakdonggang_Namhae,391
2022,1,Namgangdaem,222
2022,1,Chuncheondaem,219
2022,1,Andongdaem,208
2022,1,Nakdongmilyang,220
2022,1,Chungjudaemharyu,155
2022,1,Daecheongdaemsangryu,72
2022,1,Wicheon,200
2022,1,Gyeongancheon,184
2022,1,Chogang,102
2022,1,Boseonggang,117
2022,1,Hoeyagang,183
2022,1,Wangpicheon,260
2022,1,Sueocheon,219
2022,1,Yeongdeokosipcheon,193
2022,1,Imhadaem,274
2022,1,Taehwagang,208
2022,1,Seomjingang_Daem,247
2022,1,Paldangdaem,52
2022,1,Hwangryonggang,157
2022,1,Gumibo(nakdonggumi),93
2022,1,Seomjingang_Daemharyu,176
2022,1,Yangyang_Namdaecheon,336
2022,1,Nakdonggang_Hagueon,167
2022,1,Yeongdongcheon,111
2022,1,Andongdaemharyu,192
2022,1,Milyanggang,224
2022,1,Yongdamdaemharyu,81
2022,1,Namhangangsangryu,221
2022,1,Yongdamdaem,167
2022,1,Wando,110
2022,1,Seomgang,258
2022,1,Pyeonghwauidaem,80
2022,1,Osucheon,162
2022,1,Bunam_Seawall,174
2022,1,Daecheongdaemharyu,78
2022,1,Dalcheon,239
2022,1,Bocheongcheon,139
2022,2,Hangang_Goyang,171
2022,2,Hyeongsangang,268
2022,2,Suyeonggang,231
2022,2,Saemangeum(jiksocheon),120
2022,2,Gangjeonggoryeongbo(nakdongwaegwan),152
2022,2,Namgang,144
2022,2,Seomjingokseong,136
2022,2,Geumhogang,258
2022,2,Gapcheon,133
2022,2,Yeongsangang_Hagueon,45
2022,2,Changnyeonghapcheonbo(nakdonggoryeong),126
2022,2,Gamcheon,74
2022,2,Soyanggang,155
2022,2,Namhaedo,232
2022,2,Geumsanmyeon,64
2022,2,Tamjingang,177
2022,2,Watancheon,248
2022,2,Daeho_Seawall,74
2022,2,Yeongsangang_Sangryu,201
2022,2,Byeongseongcheon,128
2022,2,Geojedo,271
2022,2,Hangang_Jamsil,216
2022,2,Imjingangharyu,176
2022,2,Gangreung_Namdaecheon,312
2022,2,Chungjudaem,207
2022,2,Seomjingang_Seonamhae,259
2022,2,Hantangang,237
2022,2,Daecheongdaem,151
2022,2,Yeongsangang_Haryu,156
2022,2,Jejunamhae,84
2022,2,Yeongamcheon,74
2022,2,Imjingangsangryu,62
2022,2,Gahwacheon,333
2022,2,Hangang_Seoul,214
2022,2,Mihocheon,161
2022,2,Jujincheon,231
2022,2,Muju_Namdaecheon,101
2022,2,Inbukcheon,154
2022,2,Daejongcheon,198
2022,2,Sunchang,133
2022,2,Hwanggang,112
2022,2,Hoecheon,149
2022,2,Uiamdaem,224
2022,2,Gomakwoncheon,107
2022,2,Jejuseohae,39
2022,2,Sihwaho,128
2022,2,Seomjingang_Haryu,226
2022,2,Anseongcheon,164
2022,2,Geumgang_Gongju,195
2022,2,Dongjingang,224
2022,2,Namhangangharyu,222
2022,2,Naeseongcheon,206
2022,2,Pyeongchanggang,196
2022,2,Nonsancheon,160
2022,2,Sapgyocheon,163
2022,2,Isacheon,272
2022,2,Jejubukhae,62
2022,2,Samcheokosipcheon,169
2022,2,Yeosusi,23
2022,2,Juamdaem,240
2022,2,Cheongpyeongdaem,193
2022,2,Geumgang_Hagueon,74
2022,2,Yeongsangang_Jungryu(juksanbo),129
2022,2,Hapcheondaem,146
2022,2,Geumgang_Seohae,242
2022,2,Hangang_Seohae,214
2022,2,Jiseokcheon,149
2022,2,Nakdongchangnyeong,165
2022,2,Yocheon,173
2022,2,Nakdongsangju,122
2022,2,Jindo,150
2022,2,Sinangun,60
2022,2,Hongcheongang,188
2022,2,Mangyeonggang,236
2022,2,Yeonggang,155
2022,2,Nakdonggang_Namhae,359
2022,2,Namgangdaem,199
2022,2,Chuncheondaem,188
2022,2,Andongdaem,207
2022,2,Nakdongmilyang,211
2022,2,Chungjudaemharyu,148
2022,2,Daecheongdaemsangryu,61
2022,2,Wicheon,188
2022,2,Gyeongancheon,198
2022,2,Chogang,87
2022,2,Boseonggang,104
2022,2,Hoeyagang,194
2022,2,Wangpicheon,294
2022,2,Sueocheon,213
2022,2,Yeongdeokosipcheon,245
2022,2,Imhadaem,255
2022,2,Taehwagang,200
2022,2,Seomjingang_Daem,225
2022,2,Paldangdaem,38
2022,2,Hwangryonggang,150
2022,2,Gumibo(nakdonggumi),104
2022,2,Seomjingang_Daemharyu,152
2022,2,Yangyang_Namdaecheon,331
2022,2,Nakdonggang_Hagueon,159
2022,2,Yeongdongcheon,99
2022,2,Andongdaemharyu,168
2022,2,Milyanggang,214
2022,2,Yongdamdaemharyu,65
2022,2,Namhangangsangryu,188
2022,2,Yongdamdaem,153
2022,2,Wando,114
2022,2,Seomgang,212
2022,2,Pyeonghwauidaem,72
2022,2,Osucheon,155
2022,2,Bunam_Seawall,174
2022,2,Daecheongdaemharyu,70
2022,2,Dalcheon,253
2022,2,Bocheongcheon,128
2023,1,Hangang_Goyang,172
2023,1,Hyeongsangang,134
2023,1,Suyeonggang,248
2023,1,Saemangeum(jiksocheon),124
2023,1,Gangjeonggoryeongbo(nakdongwaegwan),196
2023,1,Namgang,176
2023,1,Seomjingokseong,157
2023,1,Geumhogang,221
2023,1,Gapcheon,140
2023,1,Yeongsangang_Hagueon,79
2023,1,Changnyeonghapcheonbo(nakdonggoryeong),174
2023,1,Gamcheon,178
2023,1,Soyanggang,115
2023,1,Namhaedo,232
2023,1,Geumsanmyeon,29
2023,1,Tamjingang,248
2023,1,Watancheon,259
2023,1,Daeho_Seawall,146
2023,1,Yeongsangang_Sangryu,242
2023,1,Byeongseongcheon,152
2023,1,Geojedo,212
2023,1,Hangang_Jamsil,100
2023,1,Imjingangharyu,29
2023,1,Gangreung_Namdaecheon,195
2023,1,Chungjudaem,229
2023,1,Seomjingang_Seonamhae,218
2023,1,Hantangang,142
2023,1,Daecheongdaem,141
2023,1,Yeongsangang_Haryu,185
2023,1,Jejunamhae,21
2023,1,Yeongamcheon,137
2023,1,Imjingangsangryu,91
2023,1,Gahwacheon,283
2023,1,Hangang_Seoul,151
2023,1,Mihocheon,164
2023,1,Jujincheon,279
2023,1,Muju_Namdaecheon,112
2023,1,Inbukcheon,90
2023,1,Daejongcheon,152
2023,1,Sunchang,187
2023,1,Hwanggang,125
2023,1,Hoecheon,162
2023,1,Uiamdaem,138
2023,1,Gomakwoncheon,158
2023,1,Jejuseohae,27
2023,1,Sihwaho,128
2023,1,Seomjingang_Haryu,274
2023,1,Anseongcheon,209
2023,1,Geumgang_Gongju,385
2023,1,Dongjingang,195
2023,1,Namhangangharyu,319
2023,1,Naeseongcheon,145
2023,1,Pyeongchanggang,135
2023,1,Nonsancheon,193
2023,1,Sapgyocheon,321
2023,1,Isacheon,214
2023,1,Jejubukhae,20
2023,1,Samcheokosipcheon,183
2023,1,Yeosusi,21
2023,1,Juamdaem,283
2023,1,Cheongpyeongdaem,151
2023,1,Geumgang_Hagueon,162
2023,1,Yeongsangang_Jungryu(juksanbo),178
2023,1,Hapcheondaem,203
2023,1,Geumgang_Seohae,248
2023,1,Hangang_Seohae,223
2023,1,Jiseokcheon,213
2023,1,Nakdongchangnyeong,154
2023,1,Yocheon,195
2023,1,Nakdongsangju,116
2023,1,Jindo,139
2023,1,Sinangun,42
2023,1,Hongcheongang,149
2023,1,Mangyeonggang,255
2023,1,Yeonggang,106
2023,1,Nakdonggang_Namhae,285
2023,1,Namgangdaem,243
2023,1,Chuncheondaem,186
2023,1,Andongdaem,124
2023,1,Nakdongmilyang,229
2023,1,Chungjudaemharyu,107
2023,1,Daecheongdaemsangryu,105
2023,1,Wicheon,229
2023,1,Gyeongancheon,148
2023,1,Chogang,128
2023,1,Boseonggang,189
2023,1,Hoeyagang,232
2023,1,Wangpicheon,267
2023,1,Sueocheon,149
2023,1,Yeongdeokosipcheon,225
2023,1,Imhadaem,162
2023,1,Taehwagang,184
2023,1,Seomjingang_Daem,182
2023,1,Paldangdaem,41
2023,1,Hwangryonggang,187
2023,1,Gumibo(nakdonggumi),132
2023,1,Seomjingang_Daemharyu,136
2023,1,Yangyang_Namdaecheon,293
2023,1,Nakdonggang_Hagueon,219
2023,1,Yeongdongcheon,136
2023,1,Andongdaemharyu,165
2023,1,Milyanggang,210
2023,1,Yongdamdaemharyu,78
2023,1,Namhangangsangryu,123
2023,1,Yongdamdaem,157
2023,1,Wando,146
2023,1,Seomgang,145
2023,1,Pyeonghwauidaem,28
2023,1,Osucheon,179
2023,1,Bunam_Seawall,171
2023,1,Daecheongdaemharyu,81
2023,1,Dalcheon,188
2023,1,Bocheongcheon,129
2023,2,Hangang_Goyang,167
2023,2,Hyeongsangang,165
2023,2,Suyeonggang,244
2023,2,Saemangeum(jiksocheon),115
2023,2,Gangjeonggoryeongbo(nakdongwaegwan),202
2023,2,Namgang,185
2023,2,Seomjingokseong,123
2023,2,Geumhogang,236
2023,2,Gapcheon,109
2023,2,Yeongsangang_Hagueon,80
2023,2,Changnyeonghapcheonbo(nakdonggoryeong),151
2023,2,Gamcheon,159
2023,2,Soyanggang,100
2023,2,Namhaedo,214
2023,2,Geumsanmyeon,37
2023,2,Tamjingang,248
2023,2,Watancheon,252
2023,2,Daeho_Seawall,157
2023,2,Yeongsangang_Sangryu,232
2023,2,Byeongseongcheon,125
2023,2,Geojedo,241
2023,2,Hangang_Jamsil,102
2023,2,Imjingangharyu,41
2023,2,Gangreung_Namdaecheon,229
2023,2,Chungjudaem,176
2023,2,Seomjingang_Seonamhae,229
2023,2,Hantangang,149
2023,2,Daecheongdaem,112
2023,2,Yeongsangang_Haryu,207
2023,2,Jejunamhae,24
2023,2,Yeongamcheon,134
2023,2,Imjingangsangryu,113
2023,2,Gahwacheon,316
2023,2,Hangang_Seoul,160
2023,2,Mihocheon,194
2023,2,Jujincheon,267
2023,2,Muju_Namdaecheon,107
2023,2,Inbukcheon,71
2023,2,Daejongcheon,158
2023,2,Sunchang,163
2023,2,Hwanggang,118
2023,2,Hoecheon,144
2023,2,Uiamdaem,136
2023,2,Gomakwoncheon,165
2023,2,Jejuseohae,19
2023,2,Sihwaho,160
2023,2,Seomjingang_Haryu,259
2023,2,Anseongcheon,219
2023,2,Geumgang_Gongju,342
2023,2,Dongjingang,196
2023,2,Namhangangharyu,301
2023,2,Naeseongcheon,104
2023,2,Pyeongchanggang,121
2023,2,Nonsancheon,169
2023,2,Sapgyocheon,319
2023,2,Isacheon,203
2023,2,Jejubukhae,23
2023,2,Samcheokosipcheon,176
2023,2,Yeosusi,27
2023,2,Juamdaem,247
2023,2,Cheongpyeongdaem,171
2023,2,Geumgang_Hagueon,147
2023,2,Yeongsangang_Jungryu(juksanbo),182
2023,2,Hapcheondaem,153
2023,2,Geumgang_Seohae,269
2023,2,Hangang_Seohae,223
2023,2,Jiseokcheon,208
2023,2,Nakdongchangnyeong,144
2023,2,Yocheon,175
2023,2,Nakdongsangju,102
2023,2,Jindo,147
2023,2,Sinangun,64
2023,2,Hongcheongang,166
2023,2,Mangyeonggang,249
2023,2,Yeonggang,80
2023,2,Nakdonggang_Namhae,313
2023,2,Namgangdaem,222
2023,2,Chuncheondaem,171
2023,2,Andongdaem,104
2023,2,Nakdongmilyang,234
2023,2,Chungjudaemharyu,108
2023,2,Daecheongdaemsangryu,97
2023,2,Wicheon,215
2023,2,Gyeongancheon,178
2023,2,Chogang,119
2023,2,Boseonggang,161
2023,2,Hoeyagang,236
2023,2,Wangpicheon,258
2023,2,Sueocheon,169
2023,2,Yeongdeokosipcheon,278
2023,2,Imhadaem,130
2023,2,Taehwagang,191
2023,2,Seomjingang_Daem,157
2023,2,Paldangdaem,55
2023,2,Hwangryonggang,200
2023,2,Gumibo(nakdonggumi),127
2023,2,Seomjingang_Daemharyu,104
2023,2,Yangyang_Namdaecheon,277
2023,2,Nakdonggang_Hagueon,237
2023,2,Yeongdongcheon,111
2023,2,Andongdaemharyu,108
2023,2,Milyanggang,220
2023,2,Yongdamdaemharyu,64
2023,2,Namhangangsangryu,104
2023,2,Yongdamdaem,123
2023,2,Wando,156
2023,2,Seomgang,137
2023,2,Pyeonghwauidaem,33
2023,2,Osucheon,123
2023,2,Bunam_Seawall,178
2023,2,Daecheongdaemharyu,64
2023,2,Dalcheon,189
2023,2,Bocheongcheon,127
2018,1,Namhaedongbu,230
2018,1,Namhaeseobu,524
2018,1,Seohae,256
2018,2,Namhaedongbu,50
2018,2,Namhaeseobu,135
2018,2,Seohae,25
2019,1,Namhaedongbu,222
2019,1,Namhaeseobu,311
2019,1,Seohae,158
2019,2,Namhaedongbu,130
2019,2,Namhaeseobu,292
2019,2,Seohae,136
2020,1,Namhaedongbu,109
2020,1,Namhaeseobu,461
2020,1,Seohae,216
2020,2,Namhaedongbu,42
2020,2,Namhaeseobu,484
2020,2,Seohae,149
2021,1,Namhaedongbu,65
2021,1,Namhaeseobu,292
2021,1,Seohae,670
2021,2,Namhaedongbu,174
2021,2,Namhaeseobu,360
2021,2,Seohae,274
2022,1,Namhaedongbu,41
2022,1,Namhaeseobu,135
2022,1,Seohae,13
2022,2,Namhaedongbu,30
2022,2,Namhaeseobu,93
2022,2,Seohae,4
2023,1,Namhaedongbu,321
2023,1,Namhaeseobu,76
2023,1,Seohae,24
2023,2,Namhaedongbu,548
2023,2,Namhaeseobu,217
2023,2,Seohae,28
